,oid_,state,stateabbrv,county,population,buildvalue,agrivalue,area,risk_score,risk_ratng,risk_spctl,eal_score,eal_ratng,eal_spctl,sovi_score,sovi_ratng,sovi_spctl,resl_score,resl_ratng,resl_spctl,avln_evnts,avln_risks,avln_riskr,cfld_evnts,cfld_risks,cfld_riskr,cwav_evnts,cwav_risks,cwav_riskr,drgt_evnts,drgt_risks,drgt_riskr,erqk_evnts,erqk_risks,erqk_riskr,hail_evnts,hail_risks,hail_riskr,hwav_evnts,hwav_risks,hwav_riskr,hrcn_evnts,hrcn_risks,hrcn_riskr,istm_evnts,istm_risks,istm_riskr,lnds_evnts,lnds_risks,lnds_riskr,ltng_evnts,ltng_risks,ltng_riskr,rfld_evnts,rfld_risks,rfld_riskr,swnd_evnts,swnd_risks,swnd_riskr,trnd_evnts,trnd_risks,trnd_riskr,tsun_evnts,tsun_risks,tsun_riskr,vlcn_evnts,vlcn_risks,vlcn_riskr,wfir_evnts,wfir_risks,wfir_riskr,wntw_evnts,wntw_risks,wntw_riskr,nri_ver,fulllocation,longitude,latitude
1384,1384,minnesota,MN,st. louis,200067,5.20E+10,18517413,6.93E+03,66.52879415,Relatively Low,85.0574713,69.2355308,Relatively Low,83.908046,29.73,Relatively Low,0.666666667,98.73,Very High,0.885057471,NA,NA,Not Applicable,NA,0,No Rating,53.52370655,98.79096,Very High,427,54.5657,Relatively Low,NA,5.02704423,Very Low,30,90.5186128,Relatively Moderate,2.20E-04,18.86732,Very Low,NA,NA,Not Applicable,11,70.15323118,Relatively Moderate,1,90.491487,Relatively Moderate,338,96.68597169,Relatively High,34,73.114858,Relatively Low,23,27.4896596,Relatively Low,24,65.63792555,Relatively Low,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,86.12790328,Relatively Low,8.18E+01,51.320395,Relatively Low,23-Mar,"st. louis, minnesota",-92.36239,47.73951
1385,1385,minnesota,MN,scott,150902,3.25E+10,86694928,3.72E+02,83.04167992,Relatively Moderate,94.2528736,86.75332714,Relatively Moderate,94.2528736,9.64,Very Low,0.206896552,99.08,Very High,0.91954023,NA,NA,Not Applicable,NA,NA,Not Applicable,24,74.03754,Relatively Moderate,0,0,No Rating,NA,16.48106904,Very Low,223,95.4183901,Relatively Moderate,3.20E+01,95.06841,Relatively High,NA,NA,Not Applicable,30,94.27048634,Relatively High,2,88.307099,Relatively Moderate,872,49.64607465,Relatively Low,29,64.365256,Relatively Low,171,99.1091314,Very High,21,92.80941775,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,71.81037226,Relatively Low,9.80E+01,64.365256,Relatively Moderate,23-Mar,"scott, minnesota",-92.76963,47.44965
1386,1386,minnesota,MN,sherburne,97144,1.59E+10,102766927,4.56E+02,64.49252307,Relatively Low,82.7586207,72.51624884,Relatively Low,87.3563218,7.19,Very Low,0.16091954,97.8,Very High,0.75862069,NA,NA,Not Applicable,NA,NA,Not Applicable,34,74.22844,Relatively Moderate,252,73.21031,Relatively Low,NA,11.89945912,Very Low,208,90.7731467,Relatively Moderate,1.20E+01,80.49634,Relatively Moderate,NA,NA,Not Applicable,33,93.40439707,Relatively High,0,21.16929,Relatively Low,839,82.43243243,Relatively Moderate,6,22.271715,Very Low,142,81.5144766,Relatively Moderate,10,77.06013363,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,90.74132994,Relatively Moderate,9.10E+01,46.611518,Relatively Low,23-Mar,"sherburne, minnesota",-94.72687,43.65461
1387,1387,minnesota,MN,sibley,14824,7.56E+09,365520740,6.07E+02,35.0302259,Very Low,48.2758621,38.71866295,Very Low,49.4252874,10.28,Very Low,0.229885057,95.7,Very High,0.597701149,NA,NA,Not Applicable,NA,NA,Not Applicable,35,70.50589,Relatively Moderate,203,79.73274,Relatively Low,NA,10.69042316,Very Low,203,83.3598473,Relatively Moderate,2.00E+01,44.73433,Relatively Low,NA,NA,Not Applicable,33,64.12391739,Relatively Moderate,3,94.474783,Relatively Moderate,846,26.02960103,Very Low,19,43.238944,Relatively Low,149,56.0292714,Relatively Low,29,57.58829144,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,24.91250398,Very Low,1.21E+02,77.028317,Relatively Moderate,23-Mar,"sibley, minnesota",-94.17185,44.49302
1388,1388,minnesota,MN,stearns,158160,4.31E+10,857997674,1.40E+03,81.10085905,Relatively Low,93.1034483,82.26555246,Relatively Low,91.954023,38.86,Relatively Low,0.75862069,98.06,Very High,0.793103448,NA,NA,Not Applicable,NA,NA,Not Applicable,49,95.73656,Relatively High,287,82.91441,Relatively Moderate,NA,24.91250398,Very Low,175,93.3503023,Relatively Moderate,1.20E+01,91.95037,Relatively Moderate,NA,NA,Not Applicable,31,92.10526316,Relatively High,0,81.818182,Relatively Moderate,686,94.91634492,Relatively High,21,61.119949,Relatively Low,111,93.5093859,Relatively High,36,93.38211899,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,85.45975183,Relatively Low,9.40E+01,95.195673,Relatively High,23-Mar,"stearns, minnesota",-94.58656,45.58448
1389,1389,minnesota,MN,steele,37400,1.23E+10,288867289,4.37E+02,71.20585428,Relatively Low,87.3563218,70.96874033,Relatively Low,86.2068965,24.89,Relatively Low,0.586206897,98.98,Very High,0.908045977,NA,NA,Not Applicable,NA,NA,Not Applicable,28,80.36907,Relatively Moderate,315,84.18708,Relatively Moderate,NA,19.79000955,Very Low,181,93.986637,Relatively Moderate,1.70E+01,65.98791,Relatively Low,NA,NA,Not Applicable,39,72.11858761,Relatively Moderate,0,46.289753,Relatively Low,933,54.76190476,Relatively Low,20,70.887687,Relatively Low,150,96.5001591,Relatively High,25,83.61438116,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,30.41679924,Very Low,1.19E+02,78.046452,Relatively Moderate,23-Mar,"steele, minnesota",-93.17797,43.97585
1390,1390,minnesota,MN,stevens,9670,3.51E+09,375614957,5.81E+02,14.66751511,Very Low,16.091954,17.08449396,Very Low,16.091954,16.9,Very Low,0.413793103,93.92,Very High,0.459770115,NA,NA,Not Applicable,NA,NA,Not Applicable,53,84.88705,Relatively High,84,61.69265,Relatively Low,NA,11.39039135,Very Low,136,72.7330576,Relatively Low,1.10E+01,51.00223,Relatively Low,NA,NA,Not Applicable,19,40.07328448,Relatively Low,0,14.230646,Relatively Low,563,21.36422136,Very Low,8,25.389755,Very Low,88,29.4622972,Relatively Low,9,31.84855234,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,40.94813872,Very Low,1.30E+02,63.188037,Relatively Moderate,23-Mar,"stevens, minnesota",-95.95222,45.52151
1391,1391,minnesota,MN,swift,9838,2.98E+09,325946662,7.60E+02,18.99459115,Very Low,22.9885058,21.35561746,Very Low,22.9885058,35.81,Relatively Low,0.735632184,88,Very High,0.32183908,NA,NA,Not Applicable,NA,NA,Not Applicable,51,83.35985,Relatively Moderate,224,85.14158,Relatively Moderate,NA,9.60865415,Very Low,139,56.2201718,Relatively Low,1.50E+01,61.27903,Relatively Low,NA,NA,Not Applicable,32,49.16722185,Relatively Low,0,10.375843,Very Low,627,22.71557272,Very Low,12,23.958002,Very Low,85,59.8154629,Relatively Moderate,38,27.5214763,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,64.33343939,Very Low,1.38E+02,61.883551,Relatively Moderate,23-Mar,"swift, minnesota",-95.22134,48.85332
1392,1392,minnesota,MN,todd,25251,7.38E+09,205827736,9.89E+02,27.33057588,Very Low,32.183908,27.08139895,Very Low,29.8850575,55.6,Relatively Moderate,0.885057471,87.17,Very High,0.310344828,NA,NA,Not Applicable,NA,NA,Not Applicable,52.00750159,81.73719,Relatively Moderate,315,61.85173,Relatively Low,NA,9.44957047,Very Low,141,25.5488387,Very Low,1.00E+01,65.31976,Relatively Low,NA,NA,Not Applicable,20,62.49167222,Relatively Moderate,0,39.029875,Relatively Low,557,48.87387387,Relatively Low,12,22.939866,Very Low,85,68.0878142,Relatively Moderate,19,40.02545339,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,82.18262806,Relatively Low,9.90E+01,74.864779,Relatively Moderate,23-Mar,"todd, minnesota",-94.83155,46.03077
1393,1393,minnesota,MN,traverse,3356,1.33E+09,241342478,5.92E+02,13.10849507,Very Low,13.7931035,12.65861962,Very Low,12.6436782,28.9,Relatively Low,0.655172414,52.04,Relatively Moderate,0.034482759,NA,NA,Not Applicable,NA,NA,Not Applicable,54,80.14636,Relatively Moderate,0,0,No Rating,NA,6.9678651,Very Low,137,64.6516067,Relatively Low,7.00E+00,31.72129,Relatively Low,NA,NA,Not Applicable,19,25.71618921,Very Low,0,10.34372,Very Low,573,7.43243243,Very Low,19,57.461025,Relatively Low,90,36.4937957,Relatively Low,15,19.75819281,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,28.31689469,Very Low,1.27E+02,66.846962,Relatively Moderate,23-Mar,"traverse, minnesota",-94.01746,44.34858
1394,1394,minnesota,MN,wabasha,21380,8.50E+09,213705409,5.55E+02,49.02958956,Relatively Low,64.3678161,55.24605385,Relatively Low,65.5172414,10.25,Very Low,0.218390805,93.7,Very High,0.425287356,NA,NA,Not Applicable,NA,NA,Not Applicable,17,61.43812,Relatively Moderate,126,69.965,Relatively Low,NA,7.66783328,Very Low,167,65.8924594,Relatively Low,1.60E+01,47.66147,Relatively Low,NA,NA,Not Applicable,50,66.02265157,Relatively Moderate,1,73.690973,Relatively Low,821,23.00514801,Very Low,55,78.014636,Relatively Moderate,140,87.8778237,Relatively Moderate,12,65.25612472,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,34.10754057,Very Low,9.60E+01,65.542475,Relatively Moderate,23-Mar,"wabasha, minnesota",-92.02361,44.37545
1395,1395,minnesota,MN,wadena,14054,3.45E+09,60607157,5.49E+02,16.19471842,Very Low,18.3908046,13.37047354,Very Low,13.7931035,77.98,Relatively High,0.965517241,85.81,Very High,0.264367816,NA,NA,Not Applicable,NA,NA,Not Applicable,43.03514211,64.26981,Relatively Moderate,322,70.21954,Relatively Low,NA,7.89055043,Very Low,122,40.7572383,Very Low,6.00E+00,46.07063,Relatively Low,NA,NA,Not Applicable,1,7.96135909,Very Low,0,28.621908,Relatively Low,511,40.83011583,Relatively Low,13,12.853961,Very Low,73,62.6153357,Relatively Moderate,14,32.13490296,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,78.20553611,Relatively Low,8.81E+01,67.292396,Relatively Moderate,23-Mar,"wadena, minnesota",-95.13614,46.44246
1396,1396,minnesota,MN,waseca,18957,4.65E+09,315424152,4.37E+02,34.10754057,Very Low,45.9770115,38.2544104,Very Low,47.1264368,27.88,Relatively Low,0.632183908,95.61,Very High,0.586206897,NA,NA,Not Applicable,NA,NA,Not Applicable,28,69.32867,Relatively Moderate,301,89.37321,Relatively Moderate,NA,13.1403118,Very Low,177,78.7464206,Relatively Low,2.00E+01,46.64333,Relatively Low,NA,NA,Not Applicable,24,49.90006662,Relatively Low,0,17.218118,Relatively Low,898,17.98584299,Very Low,14,18.485523,Very Low,146,85.0461343,Relatively Moderate,18,49.47502386,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,15.59020045,Very Low,1.19E+02,20.808145,Very Low,23-Mar,"waseca, minnesota",-93.50838,44.07704
1397,1397,minnesota,MN,washington,267506,5.34E+10,68570046,4.28E+02,86.76423799,Relatively Moderate,95.4022988,89.69359331,Relatively Moderate,95.4022988,6.68,Very Low,0.114942529,97.29,Very High,0.712643678,NA,NA,Not Applicable,NA,NA,Not Applicable,24,88.76869,Relatively High,35,36.78015,Very Low,NA,20.9990455,Very Low,205,90.1686287,Relatively Moderate,3.20E+01,97.23194,Relatively High,NA,NA,Not Applicable,27,97.23517655,Very High,0,78.188243,Relatively Moderate,839,91.89189189,Relatively High,12,51.224944,Relatively Low,158,98.918231,Very High,26,96.02290805,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,82.69169583,Relatively Low,9.40E+01,74.292078,Relatively Moderate,23-Mar,"washington, minnesota",-92.88014,45.18815
1398,1398,minnesota,MN,watonwan,11253,3.32E+09,309176712,4.44E+02,36.58924594,Very Low,50.5747126,33.54998452,Very Low,35.6321839,64.99,Relatively High,0.91954023,67.09,Relatively High,0.08045977,NA,NA,Not Applicable,NA,NA,Not Applicable,40,81.80083,Relatively Moderate,336,90.83678,Relatively Moderate,NA,12.02672606,Very Low,154,60.769965,Relatively Low,2.00E+01,43.62074,Relatively Low,NA,NA,Not Applicable,39,54.53031312,Relatively Low,0,4.400899,Very Low,857,21.58944659,Very Low,17,31.339485,Very Low,123,76.4874324,Relatively Moderate,15,50.17499205,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,9.44957047,Very Low,1.28E+02,93.000318,Relatively High,23-Mar,"watonwan, minnesota",-94.47998,43.93231
1399,1399,minnesota,MN,wilkin,6501,1.89E+09,212922786,7.59E+02,16.7992364,Very Low,20.6896552,22.28412256,Very Low,25.2873563,14.67,Very Low,0.367816092,78.26,Relatively High,0.172413793,NA,NA,Not Applicable,NA,NA,Not Applicable,53.00216902,72.41489,Relatively Moderate,0,0,No Rating,NA,6.36334712,Very Low,143,34.7438753,Very Low,7.00E+00,36.23926,Relatively Low,NA,NA,Not Applicable,13,26.44903398,Very Low,0,0,No Rating,611,2.7027027,Very Low,47,71.619472,Relatively Low,91,44.6706968,Relatively Low,32,22.74896596,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,42.88895959,Very Low,1.39E+02,62.774419,Relatively Moderate,23-Mar,"wilkin, minnesota",-96.50185,46.40874
1400,1400,minnesota,MN,winona,49579,1.34E+10,261712813,6.48E+02,60.3245307,Relatively Low,74.7126437,63.41689879,Relatively Low,77.0114942,15.53,Very Low,0.402298851,94.68,Very High,0.517241379,NA,NA,Not Applicable,NA,NA,Not Applicable,16,71.93764,Relatively Moderate,126,71.93764,Relatively Low,NA,18.13553929,Very Low,147,63.4743875,Relatively Low,1.60E+01,48.13872,Relatively Low,NA,NA,Not Applicable,32,61.32578281,Relatively Moderate,2,95.534854,Relatively High,782,30.30888031,Relatively Low,61,88.418708,Relatively Moderate,121,56.4110722,Relatively Low,17,76.16926503,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,36.84377983,Very Low,9.90E+01,84.855234,Relatively Moderate,23-Mar,"winona, minnesota",-91.66635,44.05539
1401,1401,minnesota,MN,wright,141326,3.00E+10,225396334,7.22E+02,79.92363983,Relatively Low,90.8045977,83.25595791,Relatively Low,93.1034483,2.2,Very Low,0.034482759,99.17,Very High,0.931034483,NA,NA,Not Applicable,NA,NA,Not Applicable,32,83.51893,Relatively Moderate,217,66.14699,Relatively Low,NA,21.47629653,Very Low,219,96.1183583,Relatively High,1.80E+01,91.79128,Relatively Moderate,NA,NA,Not Applicable,37,96.16922052,Very High,0,79.087697,Relatively Moderate,946,72.90862291,Relatively Moderate,20,73.051225,Relatively Low,150,98.3455297,Very High,24,87.90964047,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,82.309895,Relatively Low,9.70E+01,64.174356,Relatively Moderate,23-Mar,"wright, minnesota",-93.00744,46.67156
1402,1402,minnesota,MN,yellow medicine,9528,2.99E+09,294113921,7.71E+02,24.65797009,Very Low,28.7356322,27.88610337,Very Low,32.183908,25.97,Relatively Low,0.609195402,94.14,Very High,0.482758621,NA,NA,Not Applicable,NA,NA,Not Applicable,43,78.68279,Relatively Moderate,217,89.50048,Relatively Moderate,NA,8.65415208,Very Low,141,71.8740057,Relatively Low,1.70E+01,60.67451,Relatively Low,NA,NA,Not Applicable,43,51.59893404,Relatively Low,0,51.076132,Relatively Low,642,21.87902188,Very Low,13,27.648743,Very Low,93,66.0515431,Relatively Moderate,21,34.71205854,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,44.98886414,Very Low,1.37E+02,61.119949,Relatively Moderate,23-Mar,"yellow medicine, minnesota",-95.85649,44.73804
1403,1403,mississippi,MS,adams,29474,4.97E+09,8705775,4.92E+02,54.37480115,Relatively Low,42.6829268,46.9823584,Very Low,42.6829268,98.57,Very High,0.93902439,26.58,Relatively Low,0.524390244,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,147,53.45212,Relatively Low,NA,49.34775692,Very Low,90,30.1622653,Very Low,1.40E+01,78.7146,Relatively Moderate,18,72.9475101,Relatively Low,63,55.62958028,Relatively Low,0,66.655959,Relatively Low,2200,71.49292149,Relatively Moderate,33,43.779828,Relatively Low,75,47.9796373,Relatively Low,17,78.11008591,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,26.6306077,Very Low,1.70E+01,52.656697,Relatively Low,23-Mar,"adams, mississippi",-91.2891,31.53054
1404,1404,mississippi,MS,alcorn,34684,6.16E+09,21881051,4.05E+02,69.96500159,Relatively Low,67.0731707,63.78830084,Relatively Low,69.5121951,83.8,Very High,0.475609756,22.5,Relatively Low,0.426829268,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,280,25.48521,Very Low,NA,91.63219854,Relatively Low,127,42.8571429,Very Low,2.60E+01,84.34617,Relatively Moderate,6,56.6173172,Very Low,48,18.22118588,Very Low,0,53.132027,Relatively Low,2257,40.47619048,Relatively Low,34,61.565383,Relatively Low,77,36.5892459,Relatively Low,16,85.74610245,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,19.05822463,Very Low,2.10E+01,28.475978,Relatively Low,23-Mar,"alcorn, mississippi",-91.13917,31.87778
1405,1405,mississippi,MS,amite,12711,2.76E+09,97767684,7.39E+02,53.16576519,Relatively Low,40.2439024,43.23738781,Very Low,36.5853659,87.62,Very High,0.573170732,5.95,Very Low,0.06097561,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,217,48.71142,Very Low,NA,36.0165447,Very Low,90,11.9949093,Very Low,1.40E+01,48.80687,Relatively Low,24,80.439659,Relatively Low,63,55.32978015,Relatively Low,0,69.836171,Relatively Low,2455,49.54954955,Relatively Low,6,29.780465,Very Low,70,29.3350302,Relatively Low,21,61.88355075,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,44.60706332,Very Low,1.00E+01,22.367165,Very Low,23-Mar,"amite, mississippi",-90.8294,31.16838
1406,1406,mississippi,MS,attala,17868,3.07E+09,16418131,7.44E+02,46.07063315,Very Low,29.2682927,36.98545342,Very Low,28.0487805,97.29,Very High,0.865853659,25.91,Relatively Low,0.5,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,210,47.59784,Very Low,NA,73.30575883,Relatively Low,137,56.442889,Relatively Low,1.60E+01,67.51511,Relatively Low,13,63.3467923,Relatively Low,67,71.0859427,Relatively Moderate,0,66.270479,Relatively Low,1868,43.24324324,Relatively Low,23,49.156857,Relatively Low,104,65.0652243,Relatively Moderate,49,70.63315304,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,15.87655107,Very Low,2.10E+01,45.561565,Relatively Low,23-Mar,"attala, mississippi",-89.62516,33.16833
1407,1407,mississippi,MS,benton,7620,1.25E+09,13434225,4.13E+02,16.86286987,Very Low,3.6585366,15.53698545,Very Low,4.8780488,55.76,Relatively Moderate,0.12195122,18.49,Very Low,0.304878049,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,196,21.15813,Very Low,NA,77.85555202,Relatively Low,123,25.1670379,Very Low,2.90E+01,61.31085,Relatively Low,7,28.5329744,Very Low,41,5.82944704,Very Low,0,55.477032,Relatively Low,2121,32.52895753,Relatively Low,6,20.680878,Very Low,43,17.8810054,Very Low,13,43.49347757,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,27.04422526,Very Low,2.30E+01,11.231308,Very Low,23-Mar,"benton, mississippi",-90.25953,32.82652
1408,1408,mississippi,MS,bolivar,30953,8.26E+09,238521052,9.17E+02,74.51479478,Relatively Low,74.3902439,65.76911173,Relatively Low,70.7317073,98.95,Very High,0.963414634,31.09,Relatively Low,0.646341463,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,259,83.93255,Relatively Moderate,NA,92.33216672,Relatively Low,100,70.9513204,Relatively Low,3.50E+01,90.83678,Relatively Moderate,6,65.1861821,Relatively Low,57,83.97734843,Relatively Moderate,0,7.613235,Very Low,1783,73.51994852,Relatively Moderate,42,82.055361,Relatively Moderate,67,69.6468342,Relatively Moderate,52,80.14635698,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,32.93032135,Very Low,1.80E+01,58.606427,Relatively Low,23-Mar,"bolivar, mississippi",-91.05316,33.65983
1409,1409,mississippi,MS,calhoun,13242,2.33E+09,70935976,5.94E+02,36.71651289,Very Low,21.9512195,28.13370474,Very Low,20.7317073,86.86,Very High,0.56097561,10.85,Very Low,0.158536585,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,182,76.74197,Relatively Low,NA,79.25548839,Relatively Low,117,35.6665606,Very Low,3.30E+01,79.44639,Relatively Moderate,10,57.6043069,Very Low,62,18.48767488,Very Low,0,65.371025,Relatively Low,2521,70.4954955,Relatively Moderate,19,49.888641,Relatively Low,62,35.4120267,Relatively Low,20,48.0750875,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,12.66306077,Very Low,1.30E+01,31.530385,Relatively Low,23-Mar,"calhoun, mississippi",-89.3227,33.88392
1410,1410,mississippi,MS,carroll,9971,1.64E+09,45172387,6.41E+02,16.06745148,Very Low,2.4390244,15.44413494,Very Low,2.4390244,54.68,Relatively Moderate,0.085365854,26.26,Relatively Low,0.512195122,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,238,64.52434,Relatively Low,NA,58.92459434,Very Low,116,57.6837417,Relatively Low,1.90E+01,58.22463,Relatively Low,10,52.0861373,Very Low,72,53.79746835,Relatively Low,0,45.004818,Relatively Low,1830,32.68983269,Relatively Low,21,20.999046,Very Low,85,38.9755011,Relatively Low,23,38.24371619,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,19.37639198,Very Low,2.10E+01,30.544066,Relatively Low,23-Mar,"carroll, mississippi",-89.92532,33.52798
1411,1411,mississippi,MS,chickasaw,17023,3.57E+09,119109493,5.09E+02,50.14317531,Relatively Low,36.5853659,40.04952027,Very Low,31.7073171,92.97,Very High,0.707317073,19.89,Very Low,0.365853659,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,231,76.48743,Relatively Low,NA,83.77346484,Relatively Low,122,46.6751511,Relatively Low,3.00E+01,82.24626,Relatively Moderate,7,62.0906236,Very Low,65,22.05196536,Very Low,0,69.322197,Relatively Low,2483,75.83655084,Relatively Moderate,8,24.244353,Very Low,68,33.7575565,Relatively Low,24,71.20585428,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,9.79955457,Very Low,1.20E+01,35.602927,Relatively Low,23-Mar,"chickasaw, mississippi",-89.01793,33.88188
1412,1412,mississippi,MS,choctaw,8245,1.27E+09,14541762,4.24E+02,18.96277442,Very Low,6.097561,15.50603528,Very Low,3.6585366,62.83,Relatively High,0.158536585,17.85,Very Low,0.280487805,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,196,53.2294,Relatively Low,NA,56.69742284,Very Low,127,63.6016545,Relatively Low,1.80E+01,61.05632,Relatively Low,8,52.6693585,Very Low,67,54.59693538,Relatively Low,0,61.162865,Relatively Low,1981,48.29472329,Relatively Low,13,24.880687,Very Low,91,42.4117086,Relatively Low,21,45.40248171,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,10.21317213,Very Low,1.80E+01,23.067133,Very Low,23-Mar,"choctaw, mississippi",-89.13119,32.82943
